"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20230907","7호선","장승배기","10392","10159","20230910",""
"20230907","7호선","신대방삼거리","16845","16114","20230910",""
"20230907","7호선","보라매","7766","7964","20230910",""
"20230907","7호선","신풍","12541","11727","20230910",""
"20230907","7호선","대림(구로구청)","8573","8578","20230910",""
"20230907","7호선","남구로","17089","17814","20230910",""
"20230907","7호선","가산디지털단지","50910","51576","20230910",""
"20230907","7호선","철산","23661","24242","20230910",""
"20230907","7호선","광명사거리","22198","21992","20230910",""
"20230907","7호선","천왕","13109","12479","20230910",""
"20230907","7호선","온수(성공회대입구)","12192","11115","20230910",""
"20230907","8호선","암사","20953","18424","20230910",""
"20230907","8호선","천호(풍납토성)","15987","18337","20230910",""
"20230907","8호선","강동구청","12107","12567","20230910",""
"20230907","8호선","몽촌토성(평화의문)","7160","7131","20230910",""
"20230907","8호선","잠실(송파구청)","16150","19093","20230910",""
"20230907","8호선","석촌","8570","9891","20230910",""
"20230907","8호선","송파","10637","10359","20230910",""
"20230907","8호선","가락시장","8867","9686","20230910",""
"20230907","8호선","문정","24142","25464","20230910",""
"20230907","8호선","장지","18825","17243","20230910",""
"20230907","8호선","복정","10969","9163","20230910",""
"20230907","8호선","산성","5844","6014","20230910",""
"20230907","8호선","남한산성입구(성남법원.검찰청)","16722","15404","20230910",""
"20230907","8호선","단대오거리","13782","13256","20230910",""
"20230907","8호선","신흥","5564","5913","20230910",""
"20230907","8호선","수진","5862","5365","20230910",""
"20230907","8호선","모란","5096","3899","20230910",""
"20230907","8호선","남위례","7723","7920","20230910",""
"20230907","9호선","개화","3304","2097","20230910",""
"20230907","9호선","김포공항","7174","10718","20230910",""
"20230907","9호선","공항시장","3309","3667","20230910",""
"20230907","9호선","신방화","7833","7562","20230910",""
"20230907","9호선","마곡나루(서울식물원)","14666","14557","20230910",""
"20230907","9호선","양천향교","11414","11703","20230910",""
"20230907","9호선","가양","24799","24073","20230910",""
"20230907","9호선","증미","9188","8878","20230910",""
"20230907","9호선","등촌","13294","12580","20230910",""
"20230907","9호선","염창","19809","19113","20230910",""
"20230907","9호선","신목동","5033","4473","20230910",""
"20230907","9호선","선유도","10202","9638","20230910",""
"20230907","9호선","당산","22056","22052","20230910",""
"20230907","9호선","국회의사당","19807","20704","20230910",""
"20230907","9호선","여의도","32811","32427","20230910",""
"20230907","9호선","샛강","7301","7403","20230910",""
"20230907","9호선","노량진","28345","27628","20230910",""
"20230907","9호선","노들","5384","4411","20230910",""
"20230907","9호선","흑석(중앙대입구)","11651","11727","20230910",""
"20230907","9호선","동작(현충원)","2051","1588","20230910",""
"20230907","9호선","구반포","1211","1262","20230910",""
"20230907","9호선","신반포","4591","4749","20230910",""
"20230907","9호선","고속터미널","15352","19399","20230910",""
"20230907","9호선","사평","4557","4437","20230910",""
"20230907","9호선","신논현","33360","32186","20230910",""
"20230907","9호선2~3단계","언주","13150","13199","20230910",""
"20230907","9호선2~3단계","선정릉","11521","12320","20230910",""
"20230907","9호선2~3단계","삼성중앙","9420","9841","20230910",""
"20230907","9호선2~3단계","봉은사","24335","25458","20230910",""
"20230907","9호선2~3단계","종합운동장","5209","5438","20230910",""
"20230907","9호선2~3단계","삼전","8314","7760","20230910",""
"20230907","9호선2~3단계","석촌고분","7608","7459","20230910",""
"20230907","9호선2~3단계","석촌","10118","9092","20230910",""
"20230907","9호선2~3단계","송파나루","5722","6293","20230910",""
"20230907","9호선2~3단계","한성백제","3094","2779","20230910",""
"20230907","9호선2~3단계","올림픽공원(한국체대)","7939","7907","20230910",""
"20230907","9호선2~3단계","둔촌오륜","1305","1205","20230910",""
"20230907","9호선2~3단계","중앙보훈병원","14082","12445","20230910",""
"20230907","경강선","판교","6373","6435","20230910",""
"20230907","경강선","이매","1387","1212","20230910",""
"20230907","경강선","삼동","2957","2732","20230910",""
"20230907","경강선","경기광주","9113","8527","20230910",""
"20230907","경강선","초월","3892","3702","20230910",""
"20230907","경강선","곤지암","2573","2449","20230910",""
"20230907","경강선","신둔도예촌","1803","1596","20230910",""
"20230907","경강선","이천","2879","3024","20230910",""
"20230907","경강선","부발","2539","2317","20230910",""
"20230907","경강선","세종대왕릉","354","360","20230910",""
"20230907","경강선","여주","3198","2884","20230910",""
"20230907","경부선","서울역","8439","2830","20230910",""
"20230907","경부선","남영","11226","12153","20230910",""
"20230907","경부선","용산","38710","39603","20230910",""
"20230907","경부선","노량진","9034","9187","20230910",""
"20230907","경부선","대방","12197","13579","20230910",""
"20230907","경부선","영등포","41350","42039","20230910",""
"20230907","경부선","신도림","4244","4432","20230910",""
"20230907","경부선","신길","9924","8417","20230910",""
"20230907","경부선","구로","19314","19795","20230910",""
"20230907","경부선","가산디지털단지","18890","21540","20230910",""
"20230907","경부선","금천구청","12554","12595","20230910",""
"20230907","경부선","석수","10413","9520","20230910",""
"20230907","경부선","관악","8374","7862","20230910",""
"20230907","경부선","안양","29118","29201","20230910",""
"20230907","경부선","명학","11225","11140","20230910",""
"20230907","경부선","금정","31166","31627","20230910",""
"20230907","경부선","군포","8201","8035","20230910",""
"20230907","경부선","의왕","10181","10036","20230910",""
"20230907","경부선","성균관대","17603","17001","20230910",""
"20230907","경부선","화서","9705","9292","20230910",""
"20230907","경부선","수원","39496","41556","20230910",""
"20230907","경부선","독산","20299","20953","20230910",""
"20230907","경부선","세류","3623","3215","20230910",""
"20230907","경부선","병점","18139","18376","20230910",""
"20230907","경부선","세마","3298","3222","20230910",""
"20230907","경부선","오산대","4576","4186","20230910",""
"20230907","경부선","오산","10807","11059","20230910",""
"20230907","경부선","진위","1967","1736","20230910",""
"20230907","경부선","송탄","4667","4589","20230910",""
"20230907","경부선","서정리","9544","8732","20230910",""
"20230907","경부선","평택지제","4696","4656","20230910",""
"20230907","경부선","평택","14146","14243","20230910",""
"20230907","경부선","성환","7827","7056","20230910",""
"20230907","경부선","직산","1007","957","20230910",""
"20230907","경부선","두정","9866","9995","20230910",""
"20230907","경부선","천안","8648","7187","20230910",""
"20230907","경부선","당정","7350","7073","20230910",""
"20230907","경부선","서동탄","1653","1423","20230910",""
"20230907","경부선","광명","4012","3475","20230910",""
"20230907","경원선","이촌(국립중앙박물관)","4659","3613","20230910",""
"20230907","경원선","서빙고","2559","2307","20230910",""
"20230907","경원선","한남","4921","4535","20230910",""
"20230907","경원선","옥수","65","58","20230910",""
"20230907","경원선","응봉","2197","1792","20230910",""
"20230907","경원선","왕십리(성동구청)","18332","18361","20230910",""
"20230907","경원선","청량리(서울시립대입구)","17778","18378","20230910",""
"20230907","경원선","외대앞","11694","11679","20230910",""
"20230907","경원선","신이문","9282","8639","20230910",""
"20230907","경원선","석계","8654","9739","20230910",""
"20230907","경원선","광운대","10632","10189","20230910",""
"20230907","경원선","월계","8918","8343","20230910",""
"20230907","경원선","녹천","5158","4314","20230910",""
"20230907","경원선","방학","10855","10689","20230910",""
"20230907","경원선","도봉","6679","6481","20230910",""
"20230907","경원선","도봉산","8092","5247","20230910",""
"20230907","경원선","망월사","11007","11265","20230910",""
"20230907","경원선","회룡","14365","14171","20230910",""
"20230907","경원선","의정부","19524","19909","20230910",""
"20230907","경원선","가능","7336","7188","20230910",""
"20230907","경원선","녹양","4890","4657","20230910",""
"20230907","경원선","양주","8757","8179","20230910",""
"20230907","경원선","덕계","5352","4748","20230910",""
"20230907","경원선","덕정","7270","6967","20230910",""
"20230907","경원선","지행","7276","7265","20230910",""
"20230907","경원선","동두천중앙","3237","3139","20230910",""
"20230907","경원선","보산","1551","1456","20230910",""
"20230907","경원선","동두천","2962","3038","20230910",""
"20230907","경원선","소요산","2789","2378","20230910",""
"20230907","경의선","서울역","5435","6902","20230910",""
"20230907","경의선","신촌","1215","1593","20230910",""
"20230907","경의선","효창공원앞","3742","4189","20230910",""
"20230907","경의선","공덕","4440","3741","20230910",""
"20230907","경의선","서강대","2687","2692","20230910",""
"20230907","경의선","홍대입구","2006","2394","20230910",""
"20230907","경의선","가좌","6718","6344","20230910",""
"20230907","경의선","디지털미디어시티","3146","2908","20230910",""
"20230907","경의선","수색","3700","3859","20230910",""
"20230907","경의선","화전","3930","3584","20230910",""
"20230907","경의선","강매","3720","3219","20230910",""
"20230907","경의선","행신","9512","9407","20230910",""
"20230907","경의선","능곡","5621","5130","20230910",""
"20230907","경의선","곡산","736","770","20230910",""
"20230907","경의선","백마","8496","8280","20230910",""
"20230907","경의선","풍산","6590","6240","20230910",""
"20230907","경의선","일산","11928","11873","20230910",""
"20230907","경의선","탄현","9056","8659","20230910",""
"20230907","경의선","야당","9390","9461","20230910",""
"20230907","경의선","운정","8327","7837","20230910",""
"20230907","경의선","금릉","5998","5855","20230910",""
"20230907","경의선","금촌","6945","6760","20230910",""
"20230907","경의선","월롱","2917","2462","20230910",""
"20230907","경의선","파주","1858","1392","20230910",""
"20230907","경의선","문산","5842","5750","20230910",""
"20230907","경의선","임진강","25","24","20230910",""
"20230907","경의선","운천","8","5","20230910",""
"20230907","경인선","개봉","24637","24255","20230910",""
"20230907","경인선","오류동","13125","12063","20230910",""
"20230907","경인선","역곡","31490","31182","20230910",""
"20230907","경인선","부천","34628","34334","20230910",""
"20230907","경인선","송내","30539","30459","20230910",""
"20230907","경인선","부평","29657","31840","20230910",""
"20230907","경인선","백운","8173","8005","20230910",""
"20230907","경인선","동암","17247","17257","20230910",""
"20230907","경인선","주안","21398","19445","20230910",""
"20230907","경인선","제물포","12547","11829","20230910",""
"20230907","경인선","동인천","16279","15303","20230910",""
"20230907","경인선","인천","3944","3086","20230910",""
"20230907","경인선","구일","7856","7758","20230910",""
"20230907","경인선","소사","9006","8548","20230910",""
"20230907","경인선","부개","9882","9195","20230910",""
"20230907","경인선","간석","6618","6392","20230910",""
"20230907","경인선","도원","3693","3842","20230910",""
"20230907","경인선","온수(성공회대입구)","7480","7105","20230910",""
"20230907","경인선","중동","10335","9633","20230910",""
"20230907","경인선","도화","4636","4243","20230910",""
"20230907","경춘선","신내","2714","2535","20230910",""
"20230907","경춘선","갈매","3676","3074","20230910",""
"20230907","경춘선","별내","3704","3548","20230910",""
"20230907","경춘선","퇴계원","4004","3748","20230910",""
"20230907","경춘선","사릉","2730","2737","20230910",""
"20230907","경춘선","금곡","1791","1774","20230910",""
"20230907","경춘선","평내호평","7212","7174","20230910",""
"20230907","경춘선","천마산","1842","1722","20230910",""
"20230907","경춘선","마석","4434","4310","20230910",""
"20230907","경춘선","대성리","534","632","20230910",""
"20230907","경춘선","청평","1845","1890","20230910",""
"20230907","경춘선","상천","316","315","20230910",""
"20230907","경춘선","가평","2025","2021","20230910",""
"20230907","경춘선","굴봉산","144","131","20230910",""
"20230907","경춘선","백양리","115","100","20230910",""
"20230907","경춘선","강촌","540","531","20230910",""
"20230907","경춘선","김유정","293","327","20230910",""
"20230907","경춘선","남춘천","4061","3571","20230910",""
"20230907","경춘선","춘천","2246","1649","20230910",""
"20230907","공항철도 1호선","서울역","13195","11073","20230910",""
"20230907","공항철도 1호선","공덕","2978","3968","20230910",""
"20230907","공항철도 1호선","홍대입구","13034","13228","20230910",""
"20230907","공항철도 1호선","디지털미디어시티","16822","15817","20230910",""
"20230907","공항철도 1호선","마곡나루(서울식물원)","12649","11853","20230910",""
"20230907","공항철도 1호선","김포공항","11480","6312","20230910",""
"20230907","공항철도 1호선","계양","14711","13909","20230910",""
"20230907","공항철도 1호선","검암","7901","7833","20230910",""
"20230907","공항철도 1호선","청라국제도시","8134","7732","20230910",""
"20230907","공항철도 1호선","운서","9430","10014","20230910",""
"20230907","공항철도 1호선","공항화물청사","2555","2802","20230910",""
"20230907","공항철도 1호선","인천공항1터미널","13183","12103","20230910",""
"20230907","공항철도 1호선","인천공항2터미널","6523","5476","20230910",""
"20230907","공항철도 1호선","영종","4389","4464","20230910",""
"20230907","과천선","선바위","9377","8165","20230910",""
"20230907","과천선","경마공원","1571","1578","20230910",""
"20230907","과천선","대공원","2939","3141","20230910",""
"20230907","과천선","과천","7319","6723","20230910",""
"20230907","과천선","정부과천청사","12688","13351","20230910",""
"20230907","과천선","인덕원","27844","28382","20230910",""
"20230907","과천선","평촌","20245","20009","20230910",""
"20230907","과천선","범계","29487","29521","20230910",""
"20230907","분당선","선릉","15572","23862","20230910",""
"20230907","분당선","한티","17242","18507","20230910",""
"20230907","분당선","도곡","8856","8535","20230910",""
"20230907","분당선","구룡","3285","3047","20230910",""
"20230907","분당선","개포동","5542","5732","20230910",""
"20230907","분당선","대모산입구","6885","6392","20230910",""
"20230907","분당선","수서","16030","16647","20230910",""
"20230907","분당선","복정","1","0","20230910",""
"20230907","분당선","수원","9038","7837","20230910",""
"20230907","분당선","서울숲","13133","13527","20230910",""
"20230907","분당선","압구정로데오","21244","23415","20230910",""
"20230907","분당선","강남구청","11050","12648","20230910",""
"20230907","분당선","선정릉","9192","9826","20230910",""
"20230907","분당선","가천대","14059","14665","20230910",""
"20230907","분당선","태평","14487","13818","20230910",""
"20230907","분당선","모란","21790","21951","20230910",""
"20230907","분당선","야탑","28533","30088","20230910",""
"20230907","분당선","서현","25566","26062","20230910",""
"20230907","분당선","수내","15637","15997","20230910",""
"20230907","분당선","정자","20605","21584","20230910",""
"20230907","분당선","미금","16486","17585","20230910",""
"20230907","분당선","오리","12722","10554","20230910",""
"20230907","분당선","이매","6500","6145","20230910",""
"20230907","분당선","보정","3107","2750","20230910",""
"20230907","분당선","죽전","16174","17853","20230910",""
"20230907","분당선","구성","5614","5846","20230910",""
"20230907","분당선","신갈","5423","5326","20230910",""
"20230907","분당선","기흥","12234","11254","20230910",""
"20230907","분당선","상갈","6309","5983","20230910",""
"20230907","분당선","청명","5167","5036","20230910",""
"20230907","분당선","영통","10329","10230","20230910",""
"20230907","분당선","망포","17285","16663","20230910",""
"20230907","분당선","매탄권선","6104","6026","20230910",""
"20230907","분당선","수원시청","14011","15527","20230910",""
"20230907","분당선","매교","5845","5794","20230910",""
"20230907","서해선","김포공항","2773","3691","20230910",""
"20230907","서해선","원종","4311","4526","20230910",""
"20230907","서해선","부천종합운동장","2635","2021","20230910",""
"20230907","수인선","고색","6041","5738","20230910",""
"20230907","수인선","오목천","5531","4858","20230910",""
"20230907","수인선","어천","1344","1200","20230910",""
"20230907","수인선","야목","598","356","20230910",""
"20230907","수인선","사리","5794","5103","20230910",""
"20230907","수인선","달월","104","64","20230910",""
"20230907","수인선","월곶","3273","2995","20230910",""
"20230907","수인선","소래포구","6045","5684","20230910",""
"20230907","수인선","인천논현","5941","6478","20230910",""
"20230907","수인선","호구포","4356","4537","20230910",""
"20230907","수인선","남동인더스파크","2459","2817","20230910",""
"20230907","수인선","원인재","4739","5034","20230910",""
"20230907","수인선","연수","5153","4993","20230910",""
"20230907","수인선","송도","2803","2513","20230910",""
"20230907","수인선","인하대","8675","8302","20230910",""
"20230907","수인선","숭의","4569","4346","20230910",""
"20230907","수인선","신포","2011","2048","20230910",""
"20230907","수인선","인천","1137","1797","20230910",""
"20230907","신림선","샛강","3280","3748","20230910",""
"20230907","신림선","대방","3159","2235","20230910",""
"20230907","신림선","서울지방병무청","3472","3633","20230910",""
"20230907","신림선","보라매","4291","3963","20230910",""
"20230907","신림선","보라매공원","2471","2689","20230910",""
"20230907","신림선","보라매병원","8626","9006","20230910",""
"20230907","신림선","당곡","5026","4899","20230910",""
"20230907","신림선","신림","1886","2654","20230910",""
"20230907","신림선","서원","3932","3388","20230910",""
"20230907","신림선","서울대벤처타운","10014","9380","20230910",""
"20230907","신림선","관악산(서울대)","3508","3660","20230910",""
"20230907","안산선","산본","17843","19189","20230910",""
"20230907","안산선","대야미","5562","5005","20230910",""
"20230907","2호선","신도림","54318","53153","20230910",""
"20230907","안산선","상록수","17849","18116","20230910",""
"20230907","안산선","한대앞","11372","11463","20230910",""
"20230907","안산선","중앙","20130","21284","20230910",""
"20230907","안산선","고잔","10202","9714","20230910",""
"20230907","안산선","초지","6156","6261","20230910",""
"20230907","안산선","안산","12389","11328","20230910",""
"20230907","안산선","신길온천","2109","1934","20230910",""
"20230907","안산선","정왕","11254","11566","20230910",""
"20230907","안산선","오이도","9194","9060","20230910",""
"20230907","안산선","수리산","4740","3873","20230910",""
"20230907","우이신설선","북한산우이","3155","2848","20230910",""
"20230907","우이신설선","솔밭공원","2994","2848","20230910",""
"20230907","우이신설선","4.19민주묘지","4820","4638","20230910",""
"20230907","우이신설선","가오리","4990","4990","20230910",""
"20230907","우이신설선","화계","4093","3864","20230910",""
"20230907","우이신설선","삼양","2314","2438","20230910",""
"20230907","우이신설선","삼양사거리","2962","2932","20230910",""
"20230907","우이신설선","솔샘","6856","6561","20230910",""
"20230907","우이신설선","북한산보국문","7096","6943","20230910",""
"20230907","우이신설선","정릉","5459","5038","20230910",""
"20230907","우이신설선","성신여대입구(돈암)","3861","4299","20230910",""
"20230907","우이신설선","보문","1844","1786","20230910",""
"20230907","우이신설선","신설동","2614","2384","20230910",""
"20230907","일산선","원흥","13072","12397","20230910",""
"20230907","일산선","삼송","21502","20681","20230910",""
"20230907","일산선","원당","12676","12028","20230910",""
"20230907","일산선","화정","19260","19619","20230910",""
"20230907","일산선","대곡","3288","2454","20230910",""
"20230907","일산선","백석","11172","11203","20230910",""
"20230907","일산선","마두","8699","8918","20230910",""
"20230907","일산선","정발산","7762","7958","20230910",""
"20230907","일산선","주엽","10809","11019","20230910",""
"20230907","일산선","대화","15543","12112","20230910",""
"20230907","장항선","봉명","1446","1450","20230910",""
"20230907","장항선","쌍용(나사렛대)","3415","3055","20230910",""
"20230907","장항선","아산","4601","4151","20230910",""
"20230907","장항선","탕정","1625","1390","20230910",""
"20230907","장항선","배방","1320","1279","20230910",""
"20230907","장항선","온양온천","4218","4403","20230910",""
"20230907","장항선","신창(순천향대)","3735","2806","20230910",""
"20230907","중앙선","회기","31886","30402","20230910",""
"20230907","중앙선","중랑","6428","6149","20230910",""
"20230907","중앙선","상봉(시외버스터미널)","6561","6330","20230910",""
"20230907","중앙선","망우","8849","8588","20230910",""
"20230907","중앙선","양원","3595","3518","20230910",""
"20230907","중앙선","구리","14596","14615","20230910",""
"20230907","중앙선","도농","13225","11930","20230910",""
"20230907","중앙선","양정","752","569","20230910",""
"20230907","중앙선","덕소","6268","5970","20230910",""
"20230907","중앙선","도심","2753","2194","20230910",""
"20230907","중앙선","팔당","858","851","20230910",""
"20230907","중앙선","운길산","715","733","20230910",""
"20230907","중앙선","양수","2165","2120","20230910",""
"20230907","중앙선","신원","256","209","20230910",""
"20230907","중앙선","국수","803","774","20230910",""
"20230907","중앙선","아신","709","714","20230910",""
"20230907","중앙선","오빈","322","340","20230910",""
"20230907","중앙선","양평","3112","3126","20230910",""
"20230907","중앙선","원덕","375","362","20230910",""
"20230907","중앙선","용문","2108","2037","20230910",""
"20230907","중앙선","지평","83","95","20230910",""
"20230907","7호선","반포","7140","6896","20230910",""
"20230907","3호선","종로3가","12394","14131","20230910",""
"20230907","3호선","안국","30334","31631","20230910",""
"20230907","3호선","경복궁(정부서울청사)","28796","29203","20230910",""
"20230907","3호선","독립문","7926","8201","20230910",""
"20230907","3호선","무악재","4967","4835","20230910",""
"20230907","3호선","홍제","20506","19393","20230910",""
"20230907","3호선","녹번","18184","16336","20230910",""
"20230907","3호선","불광","18306","19738","20230910",""
"20230907","3호선","연신내","37982","36175","20230910",""
"20230907","3호선","구파발","23717","22847","20230910",""
"20230907","3호선","지축","7661","7653","20230910",""
"20230907","2호선","용두(동대문구청)","2822","2788","20230910",""
"20230907","2호선","신정네거리","11492","11762","20230910",""
"20230907","2호선","양천구청","7929","8407","20230910",""
"20230907","2호선","도림천","1456","1479","20230910",""
"20230907","3호선","교대(법원.검찰청)","19304","11916","20230910",""
"20230907","3호선","고속터미널","46116","41955","20230910",""
"20230907","3호선","잠원","5924","5604","20230910",""
"20230907","3호선","신사","30134","31395","20230910",""
"20230907","3호선","압구정","34145","37038","20230910",""
"20230907","3호선","옥수","10022","10065","20230910",""
"20230907","3호선","금호","8950","8313","20230910",""
"20230907","3호선","약수","14761","14181","20230910",""
"20230907","3호선","동대입구","14367","16374","20230910",""
"20230907","3호선","충무로","2","0","20230910",""
"20230907","3호선","을지로3가","13247","13501","20230910",""
"20230907","5호선","개롱","7509","7695","20230910",""
"20230907","5호선","거여","11679","11229","20230910",""
"20230907","1호선","서울역","55807","52934","20230910",""
"20230907","1호선","시청","29942","30210","20230910",""
"20230907","1호선","종각","44732","44556","20230910",""
"20230907","1호선","종로3가","28877","26109","20230910",""
"20230907","1호선","종로5가","27258","26939","20230910",""
"20230907","1호선","동대문","11907","11537","20230910",""
"20230907","1호선","신설동","15590","14989","20230910",""
"20230907","1호선","제기동","19103","19422","20230910",""
"20230907","1호선","청량리(서울시립대입구)","23242","22595","20230910",""
"20230907","1호선","동묘앞","8602","8758","20230910",""
"20230907","2호선","시청","29628","28461","20230910",""
"20230907","2호선","을지로입구","53822","55683","20230910",""
"20230907","2호선","을지로3가","28050","28096","20230910",""
"20230907","2호선","을지로4가","16270","16366","20230910",""
"20230907","2호선","동대문역사문화공원(DDP)","17921","20361","20230910",""
"20230907","2호선","신당","16081","16875","20230910",""
"20230907","2호선","상왕십리","16132","15758","20230910",""
"20230907","2호선","왕십리(성동구청)","18151","15096","20230910",""
"20230907","2호선","한양대","16661","18712","20230910",""
"20230907","2호선","뚝섬","25512","27396","20230910",""
"20230907","2호선","성수","43248","47829","20230910",""
"20230907","2호선","건대입구","38027","40145","20230910",""
"20230907","2호선","구의(광진구청)","27311","26462","20230910",""
"20230907","2호선","강변(동서울터미널)","32720","29927","20230910",""
"20230907","2호선","잠실나루","17511","16964","20230910",""
"20230907","2호선","잠실(송파구청)","79499","80417","20230910",""
"20230907","2호선","잠실새내","25977","25632","20230910",""
"20230907","2호선","종합운동장","20756","23577","20230910",""
"20230907","2호선","삼성(무역센터)","63226","64446","20230910",""
"20230907","2호선","선릉","67514","59315","20230910",""
"20230907","2호선","역삼","59402","67020","20230910",""
"20230907","2호선","강남","88495","84845","20230910",""
"20230907","2호선","교대(법원.검찰청)","35992","42919","20230910",""
"20230907","2호선","서초","25315","24426","20230910",""
"20230907","2호선","방배","21943","22414","20230910",""
"20230907","2호선","사당","45889","48045","20230910",""
"20230907","2호선","낙성대(강감찬)","30516","29863","20230910",""
"20230907","2호선","서울대입구(관악구청)","51943","50476","20230910",""
"20230907","2호선","봉천","26636","24795","20230910",""
"20230907","2호선","신림","58757","56065","20230910",""
"20230907","2호선","신대방","28009","27185","20230910",""
"20230907","2호선","구로디지털단지","64765","64435","20230910",""
"20230907","2호선","대림(구로구청)","25635","26260","20230910",""
"20230908","경부선","가산디지털단지","19152","21660","20230911",""
"20230908","경부선","금천구청","12753","12844","20230911",""
"20230908","경부선","석수","10372","9319","20230911",""
"20230908","경부선","관악","8170","7653","20230911",""
"20230908","경부선","안양","28025","28949","20230911",""
"20230908","경부선","명학","10202","9717","20230911",""
"20230908","경부선","금정","32089","32525","20230911",""
"20230908","경부선","군포","8393","8039","20230911",""
"20230908","경부선","의왕","10086","9763","20230911",""
"20230908","경부선","성균관대","17869","17380","20230911",""
"20230908","경부선","화서","9667","9266","20230911",""
"20230908","경부선","수원","41939","46125","20230911",""
"20230908","경부선","독산","20367","20773","20230911",""
"20230908","경부선","세류","3855","3432","20230911",""
"20230908","경부선","병점","17930","18009","20230911",""
"20230908","경부선","세마","3625","3303","20230911",""
"20230908","경부선","오산대","4516","4061","20230911",""
"20230908","경부선","오산","12176","12223","20230911",""
"20230908","경부선","진위","2169","1736","20230911",""
"20230908","경부선","송탄","5422","4989","20230911",""
"20230908","경부선","서정리","10657","8770","20230911",""
"20230908","경부선","평택지제","5355","5295","20230911",""
"20230908","경부선","평택","16234","15499","20230911",""
"20230908","경부선","성환","5910","5076","20230911",""
"20230908","경부선","직산","1139","1050","20230911",""
"20230908","경부선","두정","9526","8410","20230911",""
"20230908","경부선","천안","8202","7644","20230911",""
"20230908","경부선","당정","7306","6787","20230911",""
"20230908","경부선","서동탄","1659","1538","20230911",""
"20230908","경부선","광명","4520","4061","20230911",""
"20230908","경원선","이촌(국립중앙박물관)","4732","3510","20230911",""
"20230908","경원선","서빙고","2741","2699","20230911",""
"20230908","경원선","한남","4914","4699","20230911",""
"20230908","경원선","옥수","84","41","20230911",""
"20230908","경원선","응봉","2304","1919","20230911",""
"20230908","경원선","왕십리(성동구청)","19270","19585","20230911",""
"20230908","경원선","청량리(서울시립대입구)","20163","21136","20230911",""
"20230908","경원선","외대앞","12077","11488","20230911",""
"20230908","경원선","신이문","9454","8612","20230911",""
"20230908","경원선","석계","8797","9843","20230911",""
"20230908","경원선","광운대","9943","9080","20230911",""
"20230908","경원선","월계","8393","7838","20230911",""
"20230908","경원선","녹천","5083","4251","20230911",""
"20230908","경원선","방학","11173","10990","20230911",""
"20230908","경원선","도봉","6655","6344","20230911",""
"20230908","경원선","도봉산","8185","5134","20230911",""
"20230908","경원선","망월사","9301","9123","20230911",""
"20230908","경원선","회룡","14395","14259","20230911",""
"20230908","경원선","의정부","20321","21491","20230911",""
"20230908","경원선","가능","7366","7073","20230911",""
"20230908","경원선","녹양","4939","4785","20230911",""
"20230908","경원선","양주","8475","8064","20230911",""
"20230908","경원선","덕계","5465","4870","20230911",""
"20230908","경원선","덕정","6832","6415","20230911",""
"20230908","경원선","지행","7727","7598","20230911",""
"20230908","경원선","동두천중앙","3288","3210","20230911",""
"20230908","경원선","보산","2030","1636","20230911",""
"20230908","경원선","동두천","2706","2757","20230911",""
"20230908","경원선","소요산","2733","2653","20230911",""
"20230908","경의선","서울역","5731","6976","20230911",""
"20230908","경의선","신촌","1174","1569","20230911",""
"20230908","경의선","효창공원앞","3758","4093","20230911",""
"20230908","경의선","공덕","4445","3989","20230911",""
"20230908","경의선","서강대","2758","2811","20230911",""
"20230908","경의선","홍대입구","2206","2934","20230911",""
"20230908","경의선","가좌","6750","6357","20230911",""
"20230908","경의선","디지털미디어시티","3288","3135","20230911",""
"20230908","경의선","수색","3526","3590","20230911",""
"20230908","경의선","화전","3238","2813","20230911",""
"20230908","경의선","강매","3667","3059","20230911",""
"20230908","경의선","행신","9774","9675","20230911",""
"20230908","경의선","능곡","5676","5200","20230911",""
"20230908","경의선","곡산","766","822","20230911",""
"20230908","경의선","백마","8608","8293","20230911",""
"20230908","경의선","풍산","6919","6556","20230911",""
"20230908","경의선","일산","13226","13321","20230911",""
"20230908","6호선","청구","4473","4470","20230911",""
"20230908","경의선","탄현","9097","8576","20230911",""
"20230908","경의선","야당","9698","10245","20230911",""
"20230908","경의선","운정","9155","8247","20230911",""
"20230908","경의선","금릉","6025","5863","20230911",""
"20230908","경의선","금촌","8217","7867","20230911",""
"20230908","경의선","월롱","3022","2193","20230911",""
"20230908","경의선","파주","1361","1012","20230911",""
"20230908","경의선","문산","5889","5923","20230911",""
"20230908","경의선","임진강","29","16","20230911",""
"20230908","경의선","운천","5","4","20230911",""
"20230908","경인선","개봉","24745","24048","20230911",""
"20230908","경인선","오류동","13007","11896","20230911",""
"20230908","경인선","역곡","31637","31038","20230911",""
"20230908","경인선","부천","35687","35990","20230911",""
"20230908","경인선","송내","30586","30600","20230911",""
"20230908","경인선","부평","31572","35653","20230911",""
"20230908","경인선","백운","8279","7899","20230911",""
"20230908","경인선","동암","17825","18078","20230911",""
"20230908","경인선","주안","22132","19823","20230911",""
"20230908","경인선","제물포","12816","11969","20230911",""
"20230908","경인선","동인천","16466","15444","20230911",""
"20230908","경인선","인천","4629","3455","20230911",""
"20230908","경인선","구일","11054","11503","20230911",""
"20230908","경인선","소사","8790","8302","20230911",""
"20230908","경인선","부개","10017","9161","20230911",""
"20230908","경인선","간석","6862","6378","20230911",""
"20230908","경인선","도원","3794","3923","20230911",""
